iter	Passed	Remaining
1165	9164	267
1166	9172	259
1167	9180	251
1168	9187	243
1169	9195	235
1170	9203	227
1171	9211	220
1172	9219	212
1173	9228	204
1174	9235	196
1175	9242	188
1176	9249	180
1177	9257	172
1178	9265	165
1179	9273	157
1180	9280	149
1181	9288	141
1182	9295	133
1183	9302	125
1184	9311	117
1185	9319	110
1186	9327	102
1187	9335	94
1188	9343	86
1189	9351	78
1190	9359	70
1191	9367	62
1192	9376	55
1193	9383	47
1194	9390	39
1195	9399	31
1196	9407	23
1197	9415	15
1198	9423	7
1199	9430	0
